,Nombre,Codigo,Almacenamiento,Procesador,Memoria Ram,Precio,Fecha
156,Notebook HP 14-dq2026la,3V8J8LA,Unidad de estado sólido Intel® PCIe® NVMe™ M.2 de 256 GB,"Intel® Core™ i3-1115G4 (hasta 4,1 GHz con tecnología Intel® Turbo Boost, 6 MB de caché L3 y 2 núcleos)",4 GB de RAM DDR4-3200 MHz (1 x 4 GB),499990,2021-09-15
157,Notebook HP Spectre x360 Convertible 14-ea0001la,30A09LA,Unidad de estado sólido Intel® PCIe® NVMe™ M.2 de 512 GB,"Intel® Core™ i7-1165G7 (hasta 4,7 GHz con tecnología Intel® Turbo Boost, 12 MB de caché L3 y 4 núcleos)",RAM LPDDR4x-3733 MHz de 16 GB (incorporada),1799990,2021-09-15
158,Notebook HP Pavilion x360 Convertible 14-dy0002la,3A9V1LA,Unidad de estado sólido PCIe® NVMe™ M.2 de 256 GB,"Intel® Pentium Gold 7505 (hasta 3,5 GHz con tecnología Intel® Turbo Boost, 4 MB de caché L3, 2 núcleos)",4 GB de RAM DDR4-3200 MHz (1 x 4 GB),499990,2021-09-15
159,Notebook HP Pavilion Gaming 15-dk1043la,3Y7A8LA,Unidad de estado sólido M.2 PCIe® NVMe™ de 512 GB,"Intel® Core™ i5-10300H (frecuencia base de 2,5 GHz, hasta 4,5 GHz con tecnología Intel® Turbo Boost, 8 MB de caché L3 y 4 núcleos)",8 GB de RAM DDR4-2933 MHz (1 x 8 GB),949990,2021-09-15
160,Notebook HP Pavilion Gaming 15-dk1037la,309F7LA,Unidad de estado sólido M.2 PCIe® NVMe™ de 128 GB,"Intel® Core™ i7-10750H (frecuencia base de 2,6 GHz, hasta 5,0 GHz con tecnología Intel® Turbo Boost, 12 MB de caché L3 y 6 núcleos)",16 GB de RAM DDR4-2933 MHz (1 x 16 GB),1119990,2021-09-15
161,Notebook HP 240 G7,1D0F5LT,"SATA de 500 GB, 5400 rpm","Intel® Celeron® N4020 con gráficos Intel® UHD 600 (frecuencia base de 1,1 GHz, frecuencia de ráfaga de hasta 2,8 GHz, 4 MB de caché y 2 núcleos)",4 GB de RAM DDR4-2400 MHz (1 x 4 GB),299990,2021-09-15
162,Notebook HP Pavilion 13-bb0004la,310D8LA,Unidad de estado sólido PCIe® NVMe™ M.2 de 256 GB,"Intel® Core™ i7-1165G7 (hasta 4,7 GHz con tecnología Intel® Turbo Boost, 12 MB de caché L3 y 4 núcleos)",8 GB de RAM DDR4-3200 MHz (integrada),Precio no especificado,2021-09-15
163,Notebook HP 348 G7,2E4U1LT,Disco duro SATA de 1 TB y 5400 RPM,"Intel® Core™ i3-10110U (frecuencia base de 2,1 GHz, hasta 4,1 GHz con tecnología Intel® Turbo Boost, 4 MB de caché L3 y 2 núcleos)",4 GB de RAM DDR4-2666 MHz (1 x 4 GB),Precio no especificado,2021-09-15
164,Notebook HP ZBook Firefly G8,3C9C7LA,Unidad de estado sólido PCIe® NVMe™ TLC M.2 de 512 GB,"Intel® Core™ i7-1165G7 (hasta 4,7 GHz con tecnología Intel® Turbo Boost, 12 MB de caché L3 y 4 núcleos)",16 GB de RAM DDR4-3200 MHz (1 x 16 GB),Precio no especificado,2021-09-15
165,Notebook HP 15-ef1015la,310J5LA,Unidad de estado sólido PCIe® NVMe™ M.2 de 256 GB,"AMD Ryzen™ 3 4300U (velocidad base de 2,7 GHz, velocidad de ráfaga máxima de hasta 3,7 GHz, 4 MB de caché L3 y 4 núcleos)",4 GB de RAM DDR4-2666 MHz (1 x 4 GB),Precio no especificado,2021-09-15
166,Notebook OMEN 15-ek0062la,1M1L9LA,Unidad de estado sólido Intel® de 512 GB,"Intel® Core™ i7-10750H (frecuencia base de 2,6 GHz, hasta 5,0 GHz con tecnología Intel® Turbo Boost, 12 MB de caché L3 y 6 núcleos)",8 GB de SDRAM DDR4-2933 (1 x 8 GB),Precio no especificado,2021-09-15
167,Notebook HP Pavilion Gaming - 15-dk1028la,10G81LA,Unidad de estado sólido Intel® de 256 GB,"Intel® Core™ i5-10300H (frecuencia base de 2,5 GHz, hasta 4,5 GHz con tecnología Intel® Turbo Boost, 8 MB de caché L3 y 4 núcleos)",8 GB de SDRAM DDR4-2933 (1 x 8 GB),Precio no especificado,2021-09-15
168,Notebook HP 14-cf2053la,299P9LA,Unidad de estado sólido M.2 PCIe® NVMe™ de 512 GB,"Intel® Core™ i3-10110U (frecuencia base de 2,1 GHz, hasta 4,1 GHz con tecnología Intel® Turbo Boost, 4 MB de caché L3 y 2 núcleos)",8 GB de RAM DDR4-2666 MHz (1 x 8 GB),Precio no especificado,2021-09-15
169,Notebook HP 15-da2031la,2M6J3LA,Disco duro SATA de 1 TB y 5400 RPM,"Intel® Core™ i5-10210U (frecuencia base de 1,6 GHz, hasta 4,2 GHz con tecnología Intel® Turbo Boost, 6 MB de caché L3 y 4 núcleos)",4 GB de RAM DDR4-2666 MHz (1 x 4 GB),Precio no especificado,2021-09-15
170,Notebook HP EliteBook x360 1040 G6,8GF48LT,SSD M.2 PCIe® NVMe™ de 512 GB,"Intel® Core™ i5-8265U con gráficos Intel® UHD 620 (frecuencia base de 1,6 GHz, hasta 3,9 GHz con tecnología Intel® Turbo Boost, 6 MB de caché y 4 núcleos)",RAM DDR4-2666 MHz de 8 GB (integrada),Precio no especificado,2021-09-15
171,Notebook HP ZBook Firefly 14 G7,30C56LA,Unidad de estado sólido PCIe® NVMe™ TLC M.2 de 512 GB,"Intel® Core™ i7-10510U (frecuencia base de 1,8 GHz, hasta 4,9 GHz con tecnología Intel® Turbo Boost, 8 MB de caché L3 y 4 núcleos)",RAM DDR4-2666 MHz de 16 GB (incorporada),Precio no especificado,2021-09-15
172,Notebook HP ZBook Firefly 14 G7,30C55LA,Unidad de estado sólido PCIe® NVMe™ TLC M.2 de 512 GB,"Intel® Core™ i5-10210U (frecuencia base de 1,6 GHz, hasta 4,2 GHz con tecnología Intel® Turbo Boost, 6 MB de caché L3 y 4 núcleos)",16 GB de RAM DDR4-2666 MHz (1 x 16 GB),Precio no especificado,2021-09-15
173,Notebook HP 250 G8,2P5L7LT,Disco duro SATA de 1 TB y 5400 RPM,"Intel® Core™ i3-1005G1 (frecuencia base de 1,2 GHz, hasta 3,4 GHz con tecnología Intel® Turbo Boost, 4 MB de caché L3 y 2 núcleos)",4 GB de RAM DDR4-2666 MHz (1 x 4 GB),Precio no especificado,2021-09-15
174,Notebook HP 14-ck2096la,2C3C5LA,Disco duro SATA de 500 GB y 5400 rpm,"Intel® Celeron® N4020 (frecuencia base de 1,1 GHz, frecuencia de ráfaga de hasta 2,8 GHz, 4 MB de caché L2 y 2 núcleos)",4 GB de RAM DDR4-2400 MHz (1 x 4 GB),Precio no especificado,2021-09-15
175,Notebook HP 15-dw2039la,1A6E9LA,Disco duro SATA de 1 TB y 5400 RPM,"Intel® Core™ i7-1065G7 (frecuencia base de 1,3 GHz, hasta 3,9 GHz con tecnología Intel® Turbo Boost, 8 MB de caché, 4 núcleos)",8 GB de SDRAM DDR4-2666 (1 x 8 GB),Precio no especificado,2021-09-15
176,Notebook HP 15-dy1064la,6QW58LA,Unidad de estado sólido Intel® de 256 GB,"Intel® Core™ i5-1035G1 (frecuencia base de 1,0 GHz, hasta 3,6 GHz con tecnología Intel® Turbo Boost, 6 MB de caché, 4 núcleos)",SDRAM DDR4-2666 de 8 GB (1 x 8 GB),Precio no especificado,2021-09-15
177,Notebook HP Pavilion x360 Convertible 15-dq1003la,2B129LA,Unidad de estado sólido M.2 de 128 GB,"Intel® Core™ i5-10210U (frecuencia base de 1,6 GHz, base de hasta 4,2 GHz con tecnología Intel® Turbo Boost, 6 MB de caché y 4 núcleos)",8 GB de SDRAM DDR4-2666 (1 x 8 GB),Precio no especificado,2021-09-15
178,Notebook HP 14-ck2091la,275K1LA,Unidad de estado sólido SATA M.2 de 128 GB,"Intel® Core™ i3-10110U (frecuencia base de 2,1 GHz, hasta 4,1 GHz con tecnología Intel® Turbo Boost, 4 MB de caché L3 y 2 núcleos)",4 GB de RAM DDR4-2666 MHz (1 x 4 GB),Precio no especificado,2021-09-15
179,Notebook HP ENVY 13-ba1124la,2K6V7LA,Unidad de estado sólido Intel® PCIe® NVMe™ M.2 de 512 GB,Procesador no especificado,RAM DDR4-2666 MHz de 8 GB (integrada),Precio no especificado,2021-09-15
180,Notebook HP 348 G7,2Q0D2LT,Disco duro SATA de 1 TB y 5400 RPM,"Intel® Core™ i5-10210U (frecuencia base de 1,6 GHz, hasta 4,2 GHz con tecnología Intel® Turbo Boost, 6 MB de caché L3 y 4 núcleos)",4 GB de RAM DDR4-2666 MHz (1 x 4 GB),Precio no especificado,2021-09-15
181,Notebook HP ZBook Power G7,2S4Y8LA,Unidad de estado sólido PCIe® NVMe™ TLC M.2 de 1 TB,"Intel® Core™ i9-10885H (frecuencia base de 2,4 GHz, hasta 5,3 GHz con tecnología Intel® Turbo Boost, 16 MB de caché L3 y 8 núcleos)",16 GB de RAM DDR4-3200 MHz (1 x 16 GB),Precio no especificado,2021-09-15
182,Notebook HP Pavilion x360 Convertible 14-dh1032la,275K7LA,Unidad de estado sólido PCIe® NVMe™ M.2 de 256 GB,"Intel® Core™ i3-10110U (frecuencia base de 2,1 GHz, hasta 4,1 GHz con tecnología Intel® Turbo Boost, 4 MB de caché L3 y 2 núcleos)",4 GB de RAM DDR4-2666 MHz (1 x 4 GB),Precio no especificado,2021-09-15
183,Notebook HP 15-da2034la,2M6M1LA,Disco duro SATA de 1 TB y 5400 RPM,"Intel® Pentium® Gold 6405U (frecuencia base de 2,4 GHz, 2 MB de caché L3, 2 núcleos)",8 GB de RAM DDR4-2666 MHz (1 x 8 GB),Precio no especificado,2021-09-15
184,Notebook HP 14-cf3028la,171V1LA,Disco duro SATA de 1 TB y 5400 RPM,"Intel® Core™ i5-1035G1 (frecuencia base de 1,0 GHz, hasta 3,6 GHz con tecnología Intel® Turbo Boost, 6 MB de caché L3 y 4 núcleos)",4 GB de SDRAM DDR4-2666 (1 x 4 GB),Precio no especificado,2021-09-15
185,Notebook HP 14-cf2087la,310H3LA,Unidad de estado sólido SATA M.2 de 128 GB,"Intel® Celeron® N4020 (frecuencia base de 1,1 GHz, frecuencia de ráfaga de hasta 2,8 GHz, 4 MB de caché L2 y 2 núcleos)",4 GB de RAM DDR4-2400 MHz (1 x 4 GB),Precio no especificado,2021-09-15
186,Notebook HP Pavilion x360 Convertible 14-dw0005la,8VV69LA,Unidad de estado sólido M.2 PCIe® NVMe™ de 512 GB,"Intel® Core™ i7-1065G7 (frecuencia base de 1,3 GHz, hasta 3,9 GHz con tecnología Intel® Turbo Boost, 8 MB de caché L3 y 4 núcleos)",8 GB de SDRAM DDR4-3200 (1 x 8 GB),Precio no especificado,2021-09-15
187,Notebook HP Pavilion 14-dv0001la,30A61LA,Unidad de estado sólido Intel® PCIe® NVMe™ M.2 de 512 GB,"Intel® Core™ i5-1135G7 (hasta 4,2 GHz con tecnología Intel® Turbo Boost, 8 MB de caché L3 y 4 núcleos)",8 GB de RAM DDR4-3200 MHz (2 x 4 GB),Precio no especificado,2021-09-15
188,Notebook HP ENVY 13-ba1123la,2K6T1LA,Unidad de estado sólido PCIe® NVMe™ M.2 de 256 GB,"Intel® Core™ i5-1135G7 (hasta 4,2 GHz con tecnología Intel® Turbo Boost, 8 MB de caché L3 y 4 núcleos)",RAM DDR4-2666 MHz de 8 GB (integrada),Precio no especificado,2021-09-15
189,Notebook HP 14-dq1016la,9UV94LA,Unidad de estado sólido PCIe® NVMe™ M.2 de 256 GB,"Intel® Core™ i3-1005G1 (frecuencia base de 1,2 GHz, hasta 3,4 GHz con tecnología Intel® Turbo Boost, 4 MB de caché, 2 núcleos)","12 GB de SDRAM DDR4-2666 (1 x 4 GB, 1 x 8 GB)",Precio no especificado,2021-09-15
190,Notebook HP 15-dw2043la,9UV60LA,Unidad de estado sólido PCIe® NVMe™ M.2 de 256 GB,"Intel® Core™ i5-1035G1 (frecuencia base de 1,0 GHz, hasta 3,6 GHz con tecnología Intel® Turbo Boost, 6 MB de caché, 4 núcleos)",8 GB de SDRAM DDR4-2666 (1 x 8 GB),Precio no especificado,2021-09-15
191,Notebook HP Pavilion 14-dv0005la,310G1LA,Unidad de estado sólido Intel® de 256 GB,"Intel® Core™ i5-1135G7 (hasta 4,2 GHz con tecnología Intel® Turbo Boost, 8 MB de caché L3 y 4 núcleos)",8 GB de RAM DDR4-3200 MHz (1 x 8 GB),Precio no especificado,2021-09-15
192,Notebook HP Pavilion 14-dv0002la,309B1LA,Unidad de estado sólido (SSD) PCIe® NVMe™ M.2 de 1 TB,"Intel® Core™ i7-1165G7 (hasta 4,7 GHz con tecnología Intel® Turbo Boost, 12 MB de caché L3 y 4 núcleos)",16 GB de RAM DDR4-3200 MHz (1 x 16 GB),Precio no especificado,2021-09-15
193,Notebook HP 240 G7,151D7LT,SATA de 1 TB y 5400 rpm,"Intel® Core™ i3-1005G1 (frecuencia base de 1,2 GHz, hasta 3,4 GHz con tecnología Intel® Turbo Boost, 4 MB de caché L3 y 2 núcleos)",4 GB de RAM DDR4-2666 MHz (1 x 4 GB),Precio no especificado,2021-09-15
194,Notebook HP 15-dw1064la,2A4R3LA,Unidad de estado sólido SATA 3 TLC M.2 de 128 GB,"Intel® Core™ i7-10510U (frecuencia base de 1,8 GHz, hasta 4,9 GHz con tecnología Intel® Turbo Boost, 8 MB de caché L3 y 4 núcleos)","12 GB de RAM DDR4-2666 MHz (1 x 4 GB, 1 x 8 GB)",Precio no especificado,2021-09-15
195,Notebook HP 14-cf2052la,299P8LA,Unidad de estado sólido PCIe® NVMe™ M.2 de 256 GB,"Intel® Core™ i3-10110U (frecuencia base de 2,1 GHz, hasta 4,1 GHz con tecnología Intel® Turbo Boost, 4 MB de caché L3 y 2 núcleos)",8 GB de RAM DDR4-2666 MHz (1 x 8 GB),Precio no especificado,2021-09-15
196,Notebook HP 15-da1093la,18K56LA,Unidad de estado sólido M.2 de 256 GB,"Intel® Pentium® Gold 5405U (frecuencia base de 2,3 GHz, 2 MB de caché y 2 núcleos)",RAM DDR4-2133 MHz de 8 GB (1 x 8 GB),Precio no especificado,2021-09-15
197,Notebook HP Pavilion Gaming 16-a0004la,190G0LA,Unidad de estado sólido M.2 PCIe® NVMe™ de 512 GB,"Intel® Core™ i7-10750H (frecuencia base de 2,6 GHz, hasta 5,0 GHz con tecnología Intel® Turbo Boost, 12 MB de caché L3 y 6 núcleos)","12 GB de SDRAM DDR4-2933 (1 x 4 GB, 1 x 8 GB)",Precio no especificado,2021-09-15
198,Notebook HP 14-cf2051la,299P5LA,Unidad de estado sólido Intel® PCIe® NVMe™ M.2 de 256 GB,"Intel® Core™ i3-10110U (frecuencia base de 2,1 GHz, hasta 4,1 GHz con tecnología Intel® Turbo Boost, 4 MB de caché L3 y 2 núcleos)",4 GB de RAM DDR4-2666 MHz (1 x 4 GB),Precio no especificado,2021-09-15
199,Notebook HP Pavilion x360 Convertible 14-dw0002la,8VV66LA,Unidad de estado sólido Intel® de 256 GB,"Intel® Core™ i5-1035G1 (frecuencia base de 1,0 GHz, hasta 3,6 GHz con tecnología Intel® Turbo Boost, 6 MB de caché L3 y 4 núcleos)",8 GB de SDRAM DDR4-3200 (1 x 8 GB),Precio no especificado,2021-09-15
200,Notebook HP 15-dw1051la,2A4P8LA,Unidad de estado sólido PCIe® NVMe™ M.2 de 256 GB,"Intel® Core™ i5-10210U (frecuencia base de 1,6 GHz, hasta 4,2 GHz con tecnología Intel® Turbo Boost, 6 MB de caché L3 y 4 núcleos)",8 GB de RAM DDR4-2666 MHz (1 x 8 GB),Precio no especificado,2021-09-15
201,Notebook HP 15-da1094la,18K57LA,Disco duro SATA de 500 GB y 5400 rpm,"Intel® Pentium® Gold 5405U (frecuencia base de 2,3 GHz, 2 MB de caché y 2 núcleos)",4 GB de RAM DDR4-2133 MHz (1 x 4 GB),Precio no especificado,2021-09-15
202,Notebook HP 15-da0083la,9UV28LA,Disco duro SATA de 1 TB y 5400 RPM,"Intel® Pentium® Silver N5000 (frecuencia base de 1,1 GHz, frecuencia de ráfaga de hasta 2,7 GHz, 4 MB de caché L2 y 4 núcleos)",8 GB de RAM DDR4-2400 MHz (1 x 8 GB),Precio no especificado,2021-09-15
203,Notebook HP 240 G7,151D9LT,SATA de 1 TB y 5400 rpm,"Procesador Intel® Core™ i5-1035G1 con gráficos Intel® UHD (frecuencia base de 1 GHz, hasta 3,6 GHz con tecnología Intel® Turbo Boost, 6 MB de caché y 4 núcleos)",4 GB de RAM DDR4-2666 MHz (1 x 4 GB),Precio no especificado,2021-09-15
204,Notebook HP Pavilion 13-an1016la,2B111LA,Unidad de estado sólido PCIe® NVMe™ M.2 de 256 GB,"Intel® Core™ i7-1065G7 (frecuencia base de 1,3 GHz, hasta 3,9 GHz con tecnología Intel® Turbo Boost, 8 MB de caché L3 y 4 núcleos)",8 GB de RAM DDR4-2400 MHz (integrada),Precio no especificado,2021-09-15
205,Notebook HP 240 G7 (27R70LT),27R70LT,Disco duro SATA de 500 GB y 5400 rpm,"Intel® Celeron® N4100 con gráficos Intel® UHD 600 (frecuencia base de 1,1 GHz, frecuencia de ráfaga de hasta 2,4 GHz, 4 MB de caché y 4 núcleos)",4 GB de SDRAM DDR4-2400 (1 x 4 GB),Precio no especificado,2021-09-15
206,Notebook HP 240 G7,151D5LT,SATA de 1 TB y 5400 rpm,"Intel® Core™ i3-1005G1 (frecuencia base de 1,2 GHz, hasta 3,4 GHz con tecnología Intel® Turbo Boost, 4 MB de caché L3 y 2 núcleos)",4 GB de RAM DDR4-2666 MHz (1 x 4 GB),Precio no especificado,2021-09-15
207,Notebook HP Pavilion Gaming 16-a0001la,165G0LA,Unidad de estado sólido Intel® de 512 GB,"Intel® Core™ i5-10300H (frecuencia base de 2,5 GHz, hasta 4,5 GHz con tecnología Intel® Turbo Boost, 8 MB de caché L3 y 4 núcleos)",8 GB de SDRAM DDR4-2933 (1 x 8 GB),Precio no especificado,2021-09-15
208,Notebook OMEN 15-ek0010la,15F21LA,Unidad de estado sólido Intel® de 512 GB,"Intel® Core™ i5-10300H (frecuencia base de 2,5 GHz, hasta 4,5 GHz con tecnología Intel® Turbo Boost, 8 MB de caché L3 y 4 núcleos)",8 GB de SDRAM DDR4-2933 (1 x 8 GB),Precio no especificado,2021-09-15
209,Notebook HP 250 G7,153B5LT,SATA de 1 TB y 5400 rpm,"Procesador Intel® Core™ i3-1005G1 con gráficos Intel® UHD (frecuencia base de 1,2 GHz, hasta 3,4 GHz con tecnología Intel® Turbo Boost, 4 MB de caché y 2 núcleos)",4 GB de RAM DDR4-2666 MHz (1 x 4 GB),Precio no especificado,2021-09-15
210,Notebook HP ENVY 15-ep0002la,2B132LA,Unidad de estado sólido Intel® de 512 GB,"Intel® Core™ i7-10750H (frecuencia base de 2,6 GHz, hasta 5,0 GHz con tecnología Intel® Turbo Boost, 12 MB de caché L3 y 6 núcleos)",16 GB de SDRAM DDR4-2933 (2 x 8 GB),Precio no especificado,2021-09-15
211,Notebook HP ENVY 15-ep0001la,2B131LA,Unidad de estado sólido Intel® de 512 GB,"Intel® Core™ i7-10750H (frecuencia base de 2,6 GHz, hasta 5,0 GHz con tecnología Intel® Turbo Boost, 12 MB de caché L3 y 6 núcleos)",16 GB de SDRAM DDR4-2933 (2 x 8 GB),Precio no especificado,2021-09-15
212,Notebook HP Spectre x360 Convertible 13-aw0004la,6QW79LA,Unidad de estado sólido Intel® de 512 GB,"Intel® Core™ i7-1065G7 (frecuencia base de 1,3 GHz, hasta 3,9 GHz con tecnología Intel® Turbo Boost, 8 MB de caché, 4 núcleos)",16 GB de SDRAM LPDDR4-3200 (incorporada),Precio no especificado,2021-09-15
213,Notebook HP 240 G7 (151F0LT),151F0LT,SATA de 1 TB y 5400 rpm,"Procesador Intel® Core™ i5-1035G1 con gráficos Intel® UHD (frecuencia base de 1 GHz, hasta 3,6 GHz con tecnología Intel® Turbo Boost, 6 MB de caché y 4 núcleos)",4 GB de RAM DDR4-2666 MHz (1 x 4 GB),Precio no especificado,2021-09-15
214,"ASUS E410MA-EK1016T / INTEL® CELERON® / 4GB RAM / 64GB EMMC / INTEL UHD GRAPHICS 600 / 14"" FHD",2000385400387,64 GB eMMC,Intel Celeron,4 GB,279990,2021-09-15
215,LENOVO IDEAPAD FLEX 5 / AMD RYZEN™ 5 / 8GB RAM / 256GB SSD / AMD RADEON GRAPHICS / 14'' FHD,2000386293094,256 GB SSD,AMD Ryzen™ 5,8 GB,669990,2021-09-15
216,HP LAPTOP 14-DQ2026LA / INTEL® CORE™ I3 / 20GB MEMORIA (16GB INTEL OPTANE+4GB RAM) / 256GB SSD / INTEL UHD GRAPHICS /14'' FHD,2000385847632,256 GB SSD,Intel Core i3,4 GB,459990,2021-09-15
217,"HP PAVILION GAMING LAPTOP 15-EC1026LA / AMD RYZEN™ 5 / 8GB RAM / 256GB SSD / NVIDIA GEFORCE GTX 1650 / 15.6""",2000379735440,256 GB SSD,AMD Ryzen™ 5,8 GB,699990,2021-09-15
218,"ASUS LAPTOP E410MA-EK746T / INTEL® CELERON® / 4GB RAM / 64GB EMMC / INTEL UHD GRAPHICS 600 / 14"" FHD",2000385135562,64 GB eMMC,Intel Celeron,4 GB,279990,2021-09-15
219,"ASUS ZENBOOK 14 UM425 / AMD RYZEN™ 7 / 8GB RAM / 512GB SSD / AMD RADEON 7 / 14"" FHD",2000385400394,512 GB SSD,AMD Ryzen™ 7,8 GB,749990,2021-09-15
220,"ASUS TUF GAMING F15 FX506LH / INTEL® CORE™ I5 / 8GB RAM / 512GB SSD / NVIDIA GEFORCE GTX 1650 / 15.6"" FHD",2000385135579,512 GB SSD,Intel Core i5,8 GB,799990,2021-09-15
221,"HP LAPTOP 15-EF1018LA / AMD RYZEN™ 5 / 8GB RAM / 256GB SSD / AMD RADEON GRAPHICS / 15.6""",2000383107424,256 GB SSD,AMD Ryzen™ 5,8 GB,529990,2021-09-15
222,"HP PAVILION GAMING LAPTOP 15-EC1024LA / AMD RYZEN™ 7 / 8GB RAM / 512GB SSD / NVIDIA GEFORCE GTX 1650 / 15.6"" FHD",2000381137980,512 GB SSD,AMD Ryzen™ 7,8 GB,849990,2021-09-15
223,HP 348 G7 / INTEL® CORE™ I5 / 8GB RAM / 256GB SSD / 14'',2000385887492,256 GB SSD,Intel Core i5,8 GB,579990,2021-09-15
224,"ACER NITRO 5 / INTEL® CORE™ I5 / 16GB RAM / 512GB SSD / NVIDIA GEFORCE GTX 1650 / 15.6"" FHD",2000383871721,512 GB SSD,Intel Core i5,16 GB,859990,2021-09-15
225,ACER C733 / INTEL® CELERON® / 4GB RAM / 32GB EMMC / INTEL UHD GRAPHICS / 11.6'',2000385850595,32 GB EMMC,Intel Celeron,4 GB,209990,2021-09-15
226,LENOVO LEGION 5 / AMD RYZEN™ 5 / 8GB RAM / 512GB SSD / NVIDIA GEFORCE RTX 3060 / 15.6'' FHD,2000385918295,512 GB SSD,AMD Ryzen™ 5,8 GB,1199990,2021-09-15
227,ASUS TUF GAMING A15 FA506Q / AMD RYZEN™ 7 / 16GB RAM / 512GB SSD / NVIDIA GEFORCE RTX 3060 / 15.6'' FHD,2000383797526,512 GB SSD,AMD Ryzen™ 7,16 GB,1249990,2021-09-15
228,"MACBOOK AIR M1 / GPU 7C / 8GB RAM / 256GB SSD / 13.3""",2000383032436,256 GB SSD,Procesador no especificado,8 GB,979990,2021-09-15
229,"ASUS ZENBOOK 14 UM425UA-AM227T / AMD RYZEN™ 7 / 8GB RAM / 512GB SSD / AMD RADEON R7 GRAPHICS / 14"" FHD",2000385050117,512 GB SSD,AMD Ryzen™ 7,8 GB,749990,2021-09-15
230,ASUS X515EA-BQ968T / INTEL® CORE™ I3 / 4GB RAM / 128GB SSD / INTEL UHD GRAPHICS / 15.6'' FHD,2000385588825,128 GB SSD,Intel Core i3,4 GB,409990,2021-09-15
231,HONOR MAGICBOX / INTEL® CORE™ I5 / 8GB RAM / 512GB SSD / 14'',2000385989066,512 GB SSD,Intel Core i5,8 GB,699990,2021-09-15
232,"LENOVO YOGA C740 / INTEL® CORE™ I5 / 8GB RAM / 256GB SSD / 15.6"" FHD",2000385146407,256 GB SSD,Intel Core i5,8 GB,689990,2021-09-15
233,LENOVO YOGA SLIM 9I / INTEL® CORE™ I7 / 16GB RAM / 1TB SSD / INTEL IRIS XE / 14” 4K,2000382285017,1 TB SSD,Intel Core i7,16 GB,1449990,2021-09-15
234,"HP PAVILION GAMING LAPTOP 15-DK1044LA / INTEL® CORE™ I5 / 8GB RAM / 512GB SSD / NVIDIA GEFORCE GTX 1660 TI / 15.6"" FHD",2000383803388,512 GB SSD,Intel Core i5,8 GB,799990,2021-09-15
235,"LENOVO LEGION 5 / AMD RYZEN™ 5 / 8GB RAM / 512GB SSD / NVIDIA GEFORCE GTX 1650 / 15.6""",2000380705449,512 GB SSD,AMD Ryzen™ 5,8 GB,829990,2021-09-15
236,"LENOVO IDEAPAD S540 / INTEL® CORE™ I5 / 8GB RAM / 512GB SSD / 13.3"" QHD",2000382321111,512 GB SSD,Intel Core i5,8 GB,769990,2021-09-15
237,DELL INSPIRON 15 3505 / AMD RYZEN™ 7 / 8GB RAM / 512GB SSD / AMD RADEON RX VEGA 10 / 15.6” FHD,2000381884198,512 GB SSD,AMD Ryzen™ 7,8 GB,699990,2021-09-15
238,"ASUS ROG ZEPHYRUS G14 GA401QC / AMD RYZEN™ 7 / 16GB RAM / 512GB SSD / NVIDIA® GEFORCE RTX™ 3050 / 14"" FHD",2000384495025,512 GB SSD,AMD Ryzen™ 7,16 GB,1149990,2021-09-15
239,"HP PAVILION LAPTOP 13-BB0004LA / INTEL® CORE™ I7 / 8GB RAM / 256GB SSD / INTEL IRIS XE / 13.3"" FHD",2000385161783,256 GB SSD,Intel Core i7,8 GB,799990,2021-09-15
240,"ACER ASPIRE 3 / AMD ATHLON™ / 12GB RAM / 256GB SSD / AMD RADEON GRAPHICS / 14"" FHD",2000385401100,256 GB SSD,AMD Athlon,12 GB,449990,2021-09-15
241,"HP 348 G7 / INTEL® CORE™ I3 / 4GB RAM / 1TB / INTEL UHD GRAPHICS / 14""",2000384496824,1 TB,Intel Core i3,4 GB,399990,2021-09-15
242,"HP CHROMEBOOK 11A G8 EE / AMD A4 / 4GB RAM / 32GB EMMC / AMD RADEON R4 / 11.6""",2000385160687,32 GB EMMC,AMD Serie A,4 GB,229990,2021-09-15
243,HP LAPTOP 14-CF2051LA / INTEL® CORE™ I3 / 20GB MEMORIA (16GB INTEL OPTANE + 4GB RAM) / 256GB SSD / INTEL UHD GRAPHICS / 14'',2000385777335,256 GB SSD,Intel Core i3,4 GB,549990,2021-09-15
244,LENOVO IDEAPAD 5 PRO / AMD RYZEN™ 7 / 16GB RAM / 1TB SSD / NVIDIA GEFORCE GTX 1650 / 16'' WQXGA,2000385925286,1 TB SSD,AMD Ryzen™ 7,16 GB,1099990,2021-09-15
245,LENOVO YOGA 9I / INTEL® CORE™ I5 / 16GB RAM / 1TB SSD / INTEL IRIS XE / 14” 4K,2000382285000,1 TB SSD,Intel Core i5,16 GB,1199990,2021-09-15
246,"ASUS X415EA / INTEL® CORE™ I7 / 8GB RAM / 512GB SSD / INTEL UHD GRAPHICS / 14"" FHD",2000382093698,512 GB SSD,Intel Core i7,8 GB,719990,2021-09-15
247,"ACER SPIN 3 / INTEL® CORE™ I5 / 8GB RAM / 256GB SSD / INTEL IRIS XE / 13.3""",2000384580967,256 GB SSD,Intel Core i5,8 GB,819990,2021-09-15
